Id,SalePrice
1630,282741.4
1631,205129.22
1632,216884.31
1633,185917.75
1634,209362.56
1635,195242.7
1636,175623.16
1637,217178.36
1638,217698.97
1639,208221.0
1640,244160.1
1641,194626.06
1642,230861.0
1643,221958.3
1644,228759.2
1645,224096.33
1646,176522.27
1647,168645.31
1648,138448.86
1649,144839.64
1650,136710.44
1651,134196.34
1652,108057.016
1653,103843.93
1654,152532.75
1655,123166.195
1656,144837.62
1657,152834.34
1658,153047.55
1659,106203.56
1660,165596.42
1661,374326.56
1662,310598.75
1663,317138.44
1664,379009.5
1665,286341.97
1666,303610.0
1667,314004.84
1668,296525.3
1669,266762.56
1670,297972.1
1671,276876.2
1672,358725.9
1673,287986.88
1674,259151.52
1675,208847.22
1676,206250.31
1677,227007.17
1678,374771.88
1679,329623.53
1680,273824.75
1681,236486.4
1682,299619.2
1683,204710.38
1684,200890.08
1685,195042.42
1686,183698.38
1687,184181.33
1688,216478.44
1689,214639.5
1690,217247.58
1691,208053.83
1692,253771.03
1693,173759.1
1694,199509.6
1695,175763.75
1696,268062.06
1697,180475.34
1698,318189.62
1699,288685.22
1700,257382.39
1701,268614.1
1702,254373.55
1703,262257.0
1704,272075.1
1705,244980.23
1706,339728.53
1707,216160.36
1708,216118.75
1709,270710.9
1710,229989.69
1711,266571.5
1712,259322.55
1713,266781.6
1714,223336.05
1715,205527.38
1716,195891.8
1717,192907.88
1718,138367.88
1719,215152.78
1720,229207.77
1721,187627.53
1722,132552.55
1723,179897.1
1724,217235.45
1725,234222.52
1726,191507.86
1727,159613.95
1728,187783.0
1729,171808.1
1730,155121.1
1731,118238.055
1732,149033.48
1733,110106.234
1734,117654.875
1735,128192.91
1736,100267.04
1737,289831.6
1738,239874.44
1739,256541.36
1740,236796.42
1741,209361.17
1742,182374.84
1743,186390.7
1744,281913.62
1745,209028.06
1746,193674.14
1747,221424.45
1748,233636.89
1749,167865.34
1750,138689.75
1751,256427.19
1752,104168.97
1753,165178.53
1754,214578.97
1755,179699.0
1756,143239.61
1757,106758.99
1758,167461.69
1759,179844.47
1760,188407.5
1761,188578.81
1762,177228.25
1763,176818.75
1764,107870.51
1765,163070.25
1766,201201.27
1767,239737.23
1768,143332.3
1769,172878.64
1770,157882.11
1771,111900.555
1772,126922.875
1773,138777.0
1774,173097.05
1775,126612.87
1776,120447.586
1777,96326.95
1778,132113.45
1779,119743.73
1780,170659.47
1781,117164.22
1782,83961.03
1783,157028.25
1784,97885.33
1785,119230.73
1786,157106.83
1787,167888.89
1788,56814.695
1789,103477.43
1790,85226.12
1791,227706.9
1792,162276.47
1793,140059.88
1794,160001.97
1795,122880.15
1796,113621.27
1797,137502.83
1798,110715.8
1799,95243.3
1800,110573.28
1801,138213.69
1802,151181.8
1803,166336.42
1804,142122.84
1805,136914.84
1806,115063.555
1807,135887.75
1808,131388.16
1809,118681.83
1810,142110.56
1811,72443.086
1812,87116.48
1813,110808.71
1814,81283.56
1815,43819.93
1816,81173.664
1817,127118.85
1818,148347.3
1819,126751.58
1820,64046.5
1821,95816.35
1822,152547.36
1823,35700.348
1824,132609.55
1825,139939.45
1826,95168.0
1827,96653.66
1828,134297.42
1829,157727.86
1830,140118.11
1831,140672.19
1832,97515.375
1833,131274.89
1834,111390.945
1835,140817.03
1836,106655.27
1837,78963.72
1838,101706.84
1839,84656.12
1840,155967.5
1841,126263.62
1842,94526.586
1843,160238.3
1844,129969.78
1845,158027.0
1846,149029.66
1847,178968.6
1848,35019.426
1849,114082.35
1850,111474.26
1851,135169.05
1852,131028.4
1853,136130.05
1854,164466.97
1855,150986.6
1856,241321.02
1857,140771.36
1858,135643.08
1859,109242.2
1860,165373.22
1861,109845.26
1862,312476.78
1863,307981.12
1864,307997.34
1865,295668.4
1866,299610.3
1867,244869.34
1868,290025.34
1869,220238.1
1870,235208.67
1871,252661.6
1872,199702.23
1873,244255.19
1874,155679.27
1875,207055.95
1876,221110.94
1877,218181.81
1878,225577.31
1879,128744.73
1880,136686.55
1881,261299.12
1882,253936.4
1883,198654.33
1884,210171.08
1885,235761.94
1886,268628.94
1887,230598.39
1888,269089.62
1889,196245.14
1890,140578.89
1891,137662.61
1892,86326.85
1893,119796.266
1894,131247.22
1895,143038.38
1896,119149.67
1897,124727.01
1898,114884.54
1899,141844.73
1900,130015.79
1901,156735.86
1902,146380.08
1903,194672.9
1904,129703.43
1905,196091.06
1906,151870.05
1907,213781.8
1908,116576.83
1909,147922.52
1910,129415.48
1911,219278.52
1912,271926.78
1913,197349.61
1914,51434.594
1915,253059.19
1916,43083.63
1917,242756.47
1918,142929.98
1919,187050.39
1920,180141.2
1921,323822.53
1922,277623.62
1923,216829.75
1924,259134.39
1925,220264.61
1926,313813.47
1927,131627.64
1928,179848.06
1929,107227.57
1930,123829.99
1931,153835.14
1932,148928.88
1933,179924.58
1934,196346.81
1935,195437.52
1936,197253.66
1937,201284.22
1938,189544.39
1939,217931.6
1940,180260.23
1941,192089.73
1942,193494.4
1943,194669.72
1944,299176.66
1945,297479.28
1946,156749.23
1947,250629.84
1948,188094.64
1949,231400.0
1950,195804.3
1951,255324.7
1952,220142.48
1953,204190.8
1954,202487.7
1955,137540.77
1956,289390.88
1957,171185.86
1958,288198.44
1959,153799.44
1960,101195.59
1961,124254.92
1962,95663.32
1963,116114.13
1964,117855.25
1965,138245.3
1966,127386.92
1967,276269.44
1968,349001.84
1969,317327.06
1970,345545.06
1971,367442.62
1972,322275.5
1973,264532.66
1974,298445.6
1975,370743.56
1976,275762.9
1977,332887.16
1978,312259.25
1979,286294.78
1980,212608.5
1981,298812.1
1982,220015.77
1983,205773.05
1984,180261.12
1985,237443.45
1986,230796.31
1987,190870.02
1988,203499.86
1989,211321.8
1990,230588.3
1991,229245.12
1992,236796.9
1993,192586.66
1994,228145.6
1995,203199.08
1996,276206.44
1997,282959.84
1998,296067.78
1999,273375.94
2000,285199.22
2001,275343.0
2002,247943.25
2003,262125.56
2004,279324.2
2005,224298.06
2006,217769.53
2007,259743.36
2008,220445.22
2009,206589.9
2010,209951.23
2011,148370.16
2012,186598.88
2013,184940.89
2014,197179.19
2015,201068.84
2016,206900.27
2017,199214.27
2018,124027.96
2019,144535.81
2020,95616.086
2021,92427.34
2022,202374.06
2023,145039.12
2024,283625.03
2025,319294.1
2026,172429.3
2027,169279.08
2028,159238.45
2029,173161.5
2030,244405.95
2031,225741.6
2032,224192.39
2033,232376.62
2034,173182.1
2035,234107.03
2036,210928.42
2037,210171.8
2038,244125.58
2039,187197.7
2040,299386.2
2041,254420.23
2042,216968.81
2043,177559.34
2044,197007.94
2045,198248.08
2046,143939.8
2047,146312.53
2048,149567.9
2049,165453.56
2050,163406.94
2051,90624.984
2052,134531.8
2053,152032.47
2054,64555.6
2055,157213.95
2056,154404.17
2057,112185.04
2058,238204.02
2059,153323.83
2060,184823.19
2061,190972.31
2062,123039.734
2063,99973.1
2064,145399.1
2065,109120.22
2066,189784.62
2067,145377.69
2068,151634.89
2069,63037.375
2070,90971.89
2071,108383.68
2072,168871.34
2073,144937.67
2074,187372.33
2075,152837.48
2076,119640.195
2077,151711.92
2078,113823.4
2079,139061.44
2080,101823.164
2081,107818.586
2082,139769.42
2083,136989.42
2084,91243.13
2085,111355.46
2086,149015.89
2087,126977.83
2088,102492.664
2089,70867.61
2090,121424.85
2091,98344.445
2092,146594.48
2093,107560.625
2094,111088.234
2095,134300.5
2096,68120.33
2097,94831.69
2098,146016.97
2099,44067.797
2100,103698.98
2101,122860.664
2102,119108.805
2103,92819.98
2104,120187.086
2105,128751.46
2106,56963.652
2107,216560.39
2108,117080.164
2109,108908.01
2110,127648.66
2111,135371.69
2112,136235.3
2113,108545.06
2114,109535.65
2115,147674.05
2116,116307.49
2117,156211.17
2118,103785.914
2119,92271.266
2120,111668.42
2121,86182.88
2122,116230.35
2123,76359.586
2124,154999.69
2125,151331.98
2126,175297.27
2127,159580.72
2128,115261.19
2129,82229.695
2130,131041.46
2131,166512.61
2132,116486.805
2133,134177.31
2134,131812.11
2135,103412.17
2136,46530.875
2137,117914.8
2138,137414.9
2139,162638.17
2140,142188.42
2141,142889.31
2142,129360.62
2143,141192.08
2144,99874.875
2145,147917.78
2146,156642.55
2147,181169.3
2148,143085.33
2149,145859.38
2150,224802.05
2151,103214.914
2152,159648.94
2153,182507.03
2154,90745.0
2155,149201.28
2156,251605.56
2157,253375.86
2158,236470.8
2159,214607.7
2160,199457.16
2161,251751.48
2162,346252.03
2163,321907.66
2164,243639.11
2165,183192.81
2166,165756.94
2167,228719.05
2168,207668.5
2169,200025.39
2170,216747.86
2171,156752.23
2172,154679.38
2173,168214.62
2174,238730.8
2175,273853.22
2176,276160.3
2177,238206.97
2178,227128.22
2179,151473.28
2180,225690.48
2181,200978.72
2182,229354.75
2183,201168.1
2184,127839.64
2185,128820.99
2186,157402.81
2187,165346.28
2188,158138.0
2189,303306.47
2190,48557.105
2191,51392.875
2192,70586.45
2193,100913.71
2194,99881.58
2195,95920.48
2196,91579.08
2197,114799.82
2198,147008.19
2199,183342.2
2200,139179.64
2201,146823.53
2202,164895.23
2203,156513.69
2204,161010.28
2205,103718.86
2206,136876.23
2207,188094.95
2208,238957.73
2209,212788.53
2210,122554.89
2211,106267.18
2212,110470.0
2213,91542.46
2214,144196.77
2215,98090.42
2216,148687.56
2217,42321.973
2218,60581.723
2219,60310.844
2220,56745.59
2221,255599.6
2222,242400.67
2223,281675.9
2224,235231.14
2225,135694.75
2226,217977.58
2227,211363.78
2228,258695.83
2229,248670.02
2230,165548.95
2231,219997.25
2232,205987.02
2233,202062.89
2234,250096.83
2235,226328.36
2236,262144.03
2237,318195.9
2238,218909.89
2239,113236.97
2240,170331.27
2241,173893.58
2242,136178.62
2243,134556.02
2244,107467.73
2245,97726.16
2246,132676.25
2247,118110.945
2248,118461.26
2249,123195.62
2250,131871.95
2251,114836.84
2252,199855.11
2253,169263.83
2254,187843.98
2255,215494.88
2256,178603.08
2257,229288.69
2258,171800.33
2259,198862.44
2260,167281.69
2261,184853.25
2262,183447.55
2263,312409.03
2264,387264.66
2265,204103.44
2266,249371.02
2267,320528.75
2268,317507.84
2269,164175.83
2270,205663.83
2271,223267.52
2272,226468.9
2273,178234.06
2274,210912.98
2275,188133.78
2276,182436.84
2277,202603.25
2278,166561.05
2279,120771.234
2280,102522.05
2281,182348.08
2282,191961.03
2283,114572.01
2284,120594.26
2285,123059.19
2286,125329.766
2287,302343.4
2288,269962.47
2289,315483.1
2290,351642.12
2291,293804.97
2292,345657.66
2293,359963.0
2294,324271.75
2295,370961.75
2296,280350.25
2297,296426.78
2298,302118.8
2299,328262.88
2300,302757.47
2301,281318.44
2302,253004.33
2303,241122.33
2304,241845.83
2305,205155.0
2306,201968.16
2307,214755.83
2308,218062.77
2309,252778.0
2310,211279.55
2311,217168.11
2312,194524.25
2313,194553.34
2314,182189.73
2315,198754.92
2316,212531.78
2317,202578.39
2318,195438.17
2319,195096.2
2320,189882.03
2321,242896.39
2322,199211.47
2323,186257.11
2324,204198.0
2325,223365.39
2326,192493.58
2327,216635.47
2328,231793.06
2329,207589.38
2330,210179.05
2331,322981.6
2332,321523.53
2333,289924.78
2334,255663.14
2335,266883.28
2336,293707.9
2337,207043.12
2338,267665.25
2339,232039.98
2340,327243.2
2341,248389.08
2342,236618.9
2343,241991.5
2344,225482.64
2345,233930.92
2346,213256.39
2347,207682.14
2348,233272.83
2349,194301.62
2350,285032.8
2351,242093.9
2352,251171.56
2353,271260.1
2354,145138.44
2355,146472.25
2356,171794.88
2357,207567.08
2358,199080.8
2359,142694.06
2360,115429.8
2361,161219.94
2362,255482.55
2363,138225.8
2364,175800.9
2365,217828.3
2366,192450.95
2367,205832.02
2368,215126.36
2369,205986.94
2370,184554.45
2371,165311.89
2372,202804.3
2373,264255.2
2374,289000.44
2375,205033.23
2376,281558.22
2377,282610.03
2378,161313.0
2379,232936.64
2380,145293.0
2381,197796.84
2382,216854.8
2383,216814.69
2384,250558.52
2385,175820.16
2386,135583.83
2387,133955.12
2388,98909.17
2389,126074.26
2390,146517.69
2391,151004.67
2392,105290.99
2393,170735.6
2394,144531.84
2395,218046.4
2396,141632.03
2397,217853.27
2398,140527.55
2399,48359.508
2400,50170.332
2401,106520.0
2402,138671.66
2403,155323.39
2404,156186.42
2405,175043.78
2406,141440.44
2407,125373.75
2408,157234.42
2409,124923.945
2410,194279.17
2411,108400.63
2412,159060.88
2413,126080.305
2414,142385.95
2415,147819.48
2416,116092.03
2417,107771.086
2418,125956.516
2419,135961.0
2420,129306.87
2421,149503.7
2422,117750.14
2423,126929.12
2424,168623.31
2425,262278.8
2426,152098.31
2427,122074.67
2428,197699.33
2429,99822.875
2430,130548.36
2431,127360.69
2432,141364.48
2433,138590.89
2434,138043.81
2435,160987.03
2436,94429.1
2437,95557.836
2438,122861.914
2439,115259.5
2440,120713.81
2441,96292.53
2442,99413.26
2443,133936.05
2444,151730.22
2445,67132.42
2446,135770.64
2447,192705.23
2448,130053.81
2449,100916.28
2450,162261.19
2451,141917.3
2452,186859.39
2453,76690.28
2454,124013.875
2455,132147.34
2456,115718.79
2457,114249.32
2458,119162.38
2459,87070.81
2460,158748.1
2461,114226.516
2462,128888.79
2463,113984.37
2464,177445.73
2465,129265.51
2466,116085.15
2467,159052.42
2468,80879.74
2469,71335.914
2470,215564.94
2471,199845.75
2472,171608.33
2473,111047.26
2474,86649.6
2475,218866.11
2476,95479.8
2477,117282.26
2478,166805.64
2479,112782.805
2480,145527.66
2481,128004.164
2482,129537.79
2483,102438.055
2484,135128.83
2485,120148.84
2486,153713.4
2487,244454.55
2488,156085.84
2489,159877.58
2490,153534.42
2491,77961.02
2492,194335.95
2493,169512.27
2494,160425.88
2495,85857.32
2496,247708.12
2497,148465.9
2498,102144.555
2499,85211.07
2500,122546.36
2501,131614.9
2502,153601.4
2503,91802.48
2504,197560.94
2505,228760.17
2506,266225.75
2507,280690.0
2508,265052.5
2509,235666.83
2510,233135.31
2511,191009.47
2512,218071.77
2513,231261.52
2514,226762.55
2515,157472.81
2516,190856.14
2517,154776.9
2518,169547.81
2519,226481.08
2520,222144.83
2521,198380.16
2522,238579.5
2523,124780.94
2524,153660.7
2525,152812.08
2526,142567.5
2527,109900.54
2528,122945.47
2529,146901.2
2530,137884.8
2531,253575.3
2532,235043.22
2533,219939.27
2534,232857.73
2535,277249.12
2536,247359.84
2537,228179.3
2538,196414.83
2539,199813.75
2540,199233.19
2541,202160.42
2542,179588.02
2543,135555.78
2544,113546.53
2545,148584.47
2546,137142.56
2547,155684.9
2548,152741.33
2549,184492.28
2550,579568.6
2551,146203.16
2552,123249.96
2553,52624.043
2554,88009.664
2555,106575.92
2556,88662.164
2557,120532.945
2558,180252.3
2559,118721.71
2560,156083.86
2561,126035.21
2562,128454.5
2563,122471.76
2564,188557.25
2565,149584.5
2566,161873.8
2567,127420.18
2568,199538.95
2569,201650.5
2570,121587.29
2571,202450.31
2572,143012.64
2573,232436.5
2574,235237.81
2575,124138.46
2576,128532.04
2577,150590.8
2578,67325.13
2579,42898.69
2580,103048.03
2581,162827.84
2582,116948.25
2583,255054.92
2584,166800.1
2585,225346.47
2586,220043.06
2587,209769.83
2588,138320.42
2589,151659.72
2590,226173.31
2591,263026.97
2592,217988.6
2593,268744.3
2594,173717.7
2595,200833.42
2596,295523.22
2597,213870.89
2598,278925.66
2599,293740.22
2600,221664.64
2601,139082.94
2602,82532.25
2603,98329.74
2604,84242.58
2605,84387.4
2606,158094.02
2607,243409.1
2608,232011.25
2609,182290.03
2610,89882.914
2611,150326.92
2612,171147.64
2613,129846.73
2614,121543.92
2615,156939.66
2616,164530.72
2617,206963.14
2618,233688.7
2619,223931.0
2620,211614.64
2621,189110.1
2622,202969.78
2623,237054.33
2624,292984.9
2625,264383.47
2626,186897.19
2627,160989.1
2628,341058.88
2629,358410.12
2630,298648.06
2631,356795.12
2632,332259.53
2633,260273.98
2634,343058.78
2635,165078.78
2636,208300.97
2637,188037.11
2638,255889.33
2639,198441.11
2640,168708.61
2641,108150.0
2642,191799.64
2643,124906.49
2644,136141.1
2645,107986.2
2646,99109.23
2647,121022.11
2648,142788.53
2649,145826.06
2650,114841.086
2651,145713.38
2652,324350.16
2653,253667.06
2654,259350.66
2655,334706.03
2656,302503.53
2657,295946.5
2658,273824.62
2659,279977.03
2660,307662.12
2661,303116.0
2662,314176.53
2663,280033.56
2664,245448.72
2665,292387.03
2666,263112.5
2667,195264.9
2668,196109.67
2669,198417.62
2670,272017.88
2671,203453.16
2672,206621.34
2673,208608.83
2674,217977.39
2675,176373.19
2676,209354.83
2677,210360.53
2678,256609.27
2679,267818.47
2680,268870.44
2681,332091.3
2682,296856.3
2683,393009.66
2684,293017.1
2685,293720.66
2686,254595.77
2687,279208.03
2688,219860.14
2689,200795.78
2690,346220.8
2691,195995.3
2692,139457.5
2693,216820.22
2694,139339.34
2695,213224.61
2696,200548.78
2697,207186.47
2698,211675.98
2699,177110.39
2700,158468.27
2701,167004.8
2702,133307.1
2703,130061.5
2704,151887.45
2705,105202.625
2706,106101.61
2707,137388.55
2708,119305.47
2709,93075.914
2710,124294.65
2711,298768.72
2712,341114.2
2713,180285.6
2714,157424.81
2715,178761.25
2716,157798.94
2717,215066.25
2718,227784.58
2719,165056.38
2720,190357.34
2721,140288.56
2722,174693.8
2723,162624.77
2724,123391.9
2725,133561.94
2726,145102.86
2727,182550.06
2728,180659.64
2729,149295.52
2730,140189.66
2731,117199.58
2732,118719.71
2733,173153.16
2734,150807.17
2735,132094.52
2736,149182.48
2737,103654.03
2738,143318.78
2739,171082.72
2740,145022.66
2741,141031.83
2742,181328.1
2743,158434.78
2744,170143.19
2745,148637.4
2746,131256.12
2747,151522.56
2748,116963.87
2749,133275.31
2750,119995.98
2751,131157.62
2752,219873.53
2753,183594.22
2754,284291.44
2755,135230.33
2756,95283.77
2757,81700.484
2758,69843.35
2759,147404.62
2760,137701.88
2761,155255.4
2762,152284.75
2763,221706.17
2764,150634.69
2765,274944.5
2766,124174.38
2767,63663.24
2768,115777.15
2769,128848.55
2770,144672.72
2771,98539.6
2772,103007.33
2773,160719.38
2774,132348.05
2775,125474.17
2776,138807.47
2777,151053.73
2778,100388.4
2779,121968.22
2780,94129.96
2781,79822.6
2782,90138.08
2783,82646.08
2784,119895.64
2785,139382.0
2786,48840.86
2787,108877.51
2788,69984.164
2789,188085.02
2790,79687.01
2791,119445.32
2792,52039.77
2793,142606.58
2794,86477.695
2795,104773.96
2796,78010.62
2797,210366.95
2798,119229.79
2799,115065.79
2800,63511.34
2801,91427.04
2802,125735.414
2803,175222.5
2804,125898.85
2805,84878.37
2806,75264.01
2807,160179.7
2808,164692.92
2809,107582.945
2810,128802.945
2811,182319.55
2812,174391.64
2813,182730.67
2814,178189.25
2815,94840.336
2816,208394.17
2817,152786.36
2818,125011.77
2819,178559.89
2820,152393.28
2821,116623.68
2822,200342.98
2823,310662.03
2824,188057.47
2825,181295.8
2826,131952.69
2827,136916.73
2828,247392.45
2829,206575.86
2830,243399.64
2831,193744.56
2832,248352.94
2833,270729.03
2834,224631.33
2835,232775.61
2836,217097.03
2837,176168.14
2838,162963.27
2839,205523.36
2840,207522.6
2841,207955.05
2842,240572.81
2843,154133.97
2844,173398.61
2845,111936.99
2846,220033.73
2847,221827.0
2848,215187.48
2849,212872.78
2850,273239.97
2851,229555.67
2852,243673.28
2853,251382.56
2854,151547.25
2855,212481.31
2856,210884.28
2857,197864.33
2858,213737.03
2859,129150.46
2860,128875.58
2861,142056.11
2862,221067.1
2863,123558.21
2864,249782.81
2865,148402.16
2866,168179.94
2867,82030.48
2868,114040.805
2869,109951.47
2870,151186.44
2871,92165.29
2872,24337.094
2873,99565.79
2874,130267.98
2875,104168.5
2876,161311.58
2877,105368.73
2878,131839.69
2879,143306.69
2880,95026.65
2881,126889.78
2882,150222.69
2883,178352.66
2884,192131.33
2885,165081.56
2886,232827.55
2887,99057.484
2888,122741.27
2889,44952.555
2890,65770.625
2891,146361.69
2892,40844.547
2893,70051.016
2894,40570.145
2895,269456.78
2896,249729.23
2897,207422.62
2898,162190.73
2899,213673.28
2900,177977.0
2901,203639.58
2902,199535.17
2903,302488.12
2904,313686.12
2905,86214.734
2906,216266.33
2907,117726.93
2908,133093.67
2909,159165.48
2910,56415.58
2911,83369.16
2912,163119.3
2913,83208.49
2914,70380.77
2915,74115.77
2916,85411.15
2917,208637.58
2918,106856.99
2919,240673.19
